id,title
776,"giấp phép 56 2014 btnmt 24 9 2014 đếu tạc chức lận cáo gát phép 76 2017 btnmt 29 12 2017 tàn nép 3074 2013 30 8 2013 quản phép 23 3 2021 tờ 284 stnmt 23 4 2021","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
777,"tọa lọa 2000 kành 1019 30 2140538 583500","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
778,"nhiễm phép khol 14 2008 btnmt thuật 2","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
779,"nhiễm 29 2010 btnmt 14 2008 btnmt 2 5 5 9 2 bod5 20 60 3 lửng tss 100 ôxy 4 100 cod 5 200 6 sunfua 4 8 7 amoni 12 8 nitrat no3 60 9 mỡ 24 mỡ khoáng 10 15 hydrocarbon 11 bề 12 12 12 phosphat po3 3 mpn 13 coliforms 5 000 100ml 7","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
780,"phép 05 ký phép","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
781,"tuân phép phép","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
782,"2 38 17 2012 qh13 21 6 2012","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
783,"gom bày phép","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
784,"phép nêu phép","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
785,"trắc trắc trắc","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
786,"trắc trắc ký sổ trắc suất trắc 03","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
787,"10 2015 btnmt thuật tvùng “các suất trắc 03","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
788,"trách nhiệm phái biện phục","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
789,"quản phục nhiễm cáo biện kịp","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
790,"quản nghí sơn sơn gơm 4 trắc","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
791,"quản sơn sơn triển gas sơn sơn","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
792,"trách nhiệm nhiệm quản","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
793,"90 phép phép","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
794,"tịch tịch quản cáo sơn sơn","DT-VBDTPT995266075-4-20211619427031525_(giangld)(29.04.2021_16h52p17)_signed.txt"
795,"ký ký 25 03 2016 16 59 52","gcn113_signed.txt"
796,"413 25 3 2016 chứng tranh","gcn113_signed.txt"
797,"tịch 27 2 28 6 31 2013 09 4 2013 tiết","gcn113_signed.txt"
798,"lệnh đãi 2 6 tịch 28 2013 ttlt blđtbxh 22 10 2012","gcn113_signed.txt"
799,"15 01 2016 chứng","gcn113_signed.txt"
800,"554 8lđtbxh ncc 08 3 2016 cáo thẩm lưởng","gcn113_signed.txt"
801,"04 01 1947 giới quán bái quán bái tnxp 7 1965 bậc chức xúng pháo 12 7 b1 tnxp n87 207 20 1967 tuyến bốc nem sơn đấu đưỡng vết sống mâng","gcn113_signed.txt"
802,"sơn 10 01 1968","gcn113_signed.txt"
803,"tịch cháng giải","gcn113_signed.txt"
804,"tịch tbxh tịch","gcn113_signed.txt"
805,"ký ký 25 03 2016 16 59 51 444 25 3 2016 chứng tranh tịch 27 2 28 6 31 2013 09 4 2013 tiết mật lệnh đãi 2 6 tịch 28 2013 ttlt blđtbxh bpp 22 10 2013 tranh tờ","gcn114_signed.txt"
806,"21 snv 15 01 2016 chứng nhiến 554 slđtbxhncc 03 3 2016 cáo thẩm","gcn114_signed.txt"
807,"01 10 1942 giới quán trủ quản tnxp 4 1965 bặc chức c1 ct101 sân thợ 20 7 1966 trương sân","gcn114_signed.txt"
808,"bỷ mãnh ném bòm","gcn114_signed.txt"
809,"nhiệm vết sẹo lõm quên 122 20 9 1966","gcn114_signed.txt"
810,"củủ tịch chứng xenh giải","gcn114_signed.txt"
811,"tịch tbxh tịch","gcn114_signed.txt"
812,"ký ký 07 72 2016 15 00 42 451 07 12 2016 chứng","gcn451_signed.txt"
813,"chức chứng trìng viết 2","gcn451_signed.txt"
814,"thoại 0941188358 fax fax 3","gcn451_signed.txt"
815,"giới chức 26 7 1980 tịch chứng 135034345 21 4 2014 vĩnh ký quản trạch vĩnh","gcn451_signed.txt"
816,"chứng ký 26a8015905 đon 01 01 2016 ký 16 02 2016","gcn451_signed.txt"
817,"phép thac kittt thợ","gcn451_signed.txt"
818,"ký ký 07 72 2016 15 00 41 452 07 12 2016 chứng","gcn452_signed.txt"
819,"phác chứng quản viết 2","gcn452_signed.txt"
820,"7 quảng sẩm sơn","gcn452_signed.txt"
821,"thoại 0912986912 fax 3","gcn452_signed.txt"
822,"giới chức 15 9 1979 15 9 1979 tịch tịch chứng 171986385 25 4 2014 ký khâu quảng quảng","gcn452_signed.txt"
823,"10 quảng quảng","gcn452_signed.txt"
824,"chứng ký 26c027800764 sẩm sơn 25 8 2016","gcn452_signed.txt"
825,"phép 7 qnăng sằm sơn","gcn452_signed.txt"
826,"tịch tphó tịch","gcn452_signed.txt"
827,"4766 04 12 2015 chứng chức nhiệm","gcn471.txt"
828,"tịch 27 2 28 6 31 2013 09 4 2013 tiết lệnh dãi","gcn471.txt"
829,"383 slđtbxh ncc 12 11 2015 cáo thẩm","gcn471.txt"
830,"chứng 20 4 1965 quán quảng trạch quảng quán sơn 01 01 1987 bậc chức chánh 27 7 2015 chánh vết chảy chánh 24 8 2015","gcn471.txt"
831,"tịch chứng giải","gcn471.txt"
832,"tịch tbxh tịch","gcn471.txt"
833,"ký ký 07 02 2017 16 00 07 61 07 02 2017 phép khoáng thuê chức 19 6 2015 khoáng 60 2010 qh12 17 11 2010","gcn61_signed.txt"
834,"15 2012 09 2 2012 tiết điểu khoáng 60 2010 qh12 45 2013 qh1 3 29 11 2013","gcn61_signed.txt"
835,"43 2014 15 5 2014 tiết 03 30 3 2015","gcn61_signed.txt"
836,"khoáng sảng 16 2012 btnmt 29 11 2012 thăm khoáng","gcn61_signed.txt"
837,"khoáng cáo khoáng phép khoáng phê mữ khoáng","gcn61_signed.txt"
838,"khoáng phép 239 24 6 2016","gcn61_signed.txt"
839,"phép khoáng thuê 17 03 01 2017 trương đảu hoáng","gcn61_signed.txt"
840,"then khoáng thuê 239 24 6 2016","gcn61_signed.txt"
841,"khoáng đết tờ 138 stnmt 24 01 2017 phép 69 989 2 m2 41 875 2 m2 giới bời góc 4 2 29 014 m3 giới bỏi góc 5 14 tọa","gcn61_signed.txt"
842,"phép 96 000 m3 khoáng co8 20 khoáng lệ phép 7 500 000 24 6 2018","gcn61_signed.txt"
843,"bồi 69 989 2 m2 thuê phép 239 24 6 2016 tnh1 thuê đích khoáng giới 16 ký 11 01 2017 khoáng giải phóng đích khoáng thuê thuê thẩm thuê 250 000 thuê 24 6 2018","gcn61_signed.txt"
844,"ký thuê nộp lệ phép khoáng ký phục lệ 2","gcn61_signed.txt"
845,"phê thẩm giới phép cáo 5","gcn61_signed.txt"
846,"cáo khoáng thẩm 6","gcn61_signed.txt"
847,"khoáng trật đấu","gcn61_signed.txt"
848,"biện phục kịp cáo thẩm 8","gcn61_signed.txt"
849,"phục cáo khoáng khoáng","gcn61_signed.txt"
850,"phép ký phép sế 239 24 6 2016","gcn61_signed.txt"
851,"khoáng phép rây trạch","gcn61_signed.txt"
852,"thuê nệp thẩm phê ký chức","gcn61_signed.txt"
853,"tịch tịch tịch 05b quản sơn","gcn61_signed.txt"
854,"phép khoáng ký ký ký 2017","gcn61_signed.txt"
855,"4 01 tọa khoáng 61 07 02 2017 tọa 2000 góc tuyến 1050 3 40 875 2 m2 2140 787 571 038 2 2140 564 571 207 18 3 2140 485 571 081 4 2140 688 570 918 2 29 014 m2 5 2140 683 571 422 6 2140 709 571 458 7 2140 568 571 560 8 2140 633 571 681 9 2140 553 571 745 10 2140 492 571 711 11 2140 447 571 612 12 2140 494 571 599 13 2140 555 571 532 14 2140 543 571 514 5","gcn61_signed.txt"
856,"ký ký 07 02 2017 16 00 07 62 07 02 2017 phép thuê chức 19 6 2015 khoáng 60 2010 qh12 17 11 2010","gcn62_signed.txt"
857,"158 2016 29 11 2016 tiết khoáng 45 2013 qh13 29 11 2013","gcn62_signed.txt"
858,"43 2014 15 5 2014 tiết 03 30 3 2015 khoáng 16 2012 btnmt 29 11 2012 thăm khoáng cáo khoáng phép khoáng phê khoáng khoáng 4382 09 11 2016 phê khoáng cáo thăm khoáng liện m2ng 4 sơn 4906 20 12 2016 phê phục đầc măng 4 sơn khẩu khẩu","gcn62_signed.txt"
859,"việi phép khoáng thuê bóa mung gián măng 4 sơn","gcn62_signed.txt"
860,"tờ 159 stnmt 06 02 2017","gcn62_signed.txt"
861,"phép khoáng thuê đết giâu măng 4 sơn","gcn62_signed.txt"
862,"khoáng 28 000 m2 giới góc 9","gcn62_signed.txt"
863,"toạ đích khoáng măng khoáng 604","gcn62_signed.txt"
864,"282 m2 17 841 măng 530 437 m2 liện 9 114 m2 giáu măng 15 676 khoáng suất 40 000 m3 cos 10 14 ký phép 06 lệ phép 15 000 000","gcn62_signed.txt"
865,"phép chuyến đích 28 000 m2 rừng 4 sơn khoáng","gcn62_signed.txt"
866,"khểu tàc thuê đích khoáng giới 767 ký 30 11 2016 rừng quản khoán","gcn62_signed.txt"
867,"2 khẩu bồi sơn thức thuê thuê thẩm thuê 250 000 thuê 14 ký phép","gcn62_signed.txt"
868,"khẩu trách nhiệm","gcn62_signed.txt"
869,"nộp khoáng ký phục lệ phép lệ 2","gcn62_signed.txt"
870,"tọa suất phép 4","gcn62_signed.txt"
871,"nộp phê thẩm giới phép cáo 5","gcn62_signed.txt"
872,"dải phục phê","gcn62_signed.txt"
873,"cáo khoáng thẩm 7","gcn62_signed.txt"
874,"khoáng trật đấu","gcn62_signed.txt"
875,"biện phục lịp","gcn62_signed.txt"
876,"phục bồi cáo khoáng khoáng","gcn62_signed.txt"
877,"khoáng phép khẩu phép","gcn62_signed.txt"
878,"tịch tịch xnk lảo tịch 05b sơn phép khoáng ký nợuyên ký 2017","gcn62_signed.txt"
879,"4 01 tqa vục liệh cạch ning ciảu phự măng thâng sơn phép khoáng 62 07 02 2017 toạ 2000 góc tuyến trục10500 302 2190985 559861 2 2190922 559953 3 2190888 560007 4 2190793 559946 5 2190808 559917 6 2190807 559898 7 2190781 559875 8 2190861 559761 9 2190959 559828 2 8 5","gcn62_signed.txt"
880,"ký ký 07 02 2017 15 10 10 631gcn 07 02 2017 chứng","gcn63_signed.txt"
881,"chức chứng sân bồng hện viết 2","gcn63_signed.txt"
882,"sơn ngực lặc","gcn63_signed.txt"
883,"thoại 0971946762 fax 3","gcn63_signed.txt"
884,"viết giới chức 10 10 1985 tịch chứng 17291826 24 8 2004 ký khẩu tbôn sơn trủy sơn lặc","gcn63_signed.txt"
885,"chứng ký 26 8004058 lặc 10 9 2016 2","gcn63_signed.txt"
886,"sân trông hẹn sơn tháy sơn lặc","gcn63_signed.txt"
887,"chứng chủng 47 6 16 12 2016","gcn63_signed.txt"
888,"tịch tịch truạt dean tuân","gcn63_signed.txt"
889,"thuê mượn sửa tấy xóa chứng","gcn63_signed.txt"
890,"chấm dứt nộp chứng chứng quản","gcn63_signed.txt"
891,"ký ký 07 02 2017 16 00 06 64 07 2 2017 chứng","gcn64_signed.txt"
892,"chức chứng viết 2","gcn64_signed.txt"
893,"thoại 0904952897 fax nguyenquansonth gmail 3","gcn64_signed.txt"
894,"giới chức 02 7 1986 tịch chứng 172195347 29 10 2012 ký khẩu 6","gcn64_signed.txt"
895,"chứng ký 26430004471 25 5 2013 ký 3 06 12 2016","gcn64_signed.txt"
896,"phép đítarss snoolen 6","gcn64_signed.txt"
897,"nhândân tịch tịch nhữngiệu qủy tuân","gcn64_signed.txt"
898,"đưộc mượn sửa tấy xóa đưng tấy","gcn64_signed.txt"
899,"giểy chứng khị chức","gcn64_signed.txt"
900,"chấm đứt nộp giếy chứng chứng củo quản","gcn64_signed.txt"
901,"02 10 01 2012 phếp tịch chức 26 11 2003 20 5 1998 149 2004 27 7 2004 phép thăm 02 2005 btnmt 24 6 2005 149 2004 27 7 2004 phép thăm 02 2009 btnmt 19 3 2009 22 2006 btnmt 18 12 2006 buộc 16 2008 btnmt 31 12 2008 thuật 2196 2005 15 8 2005 quản 15 12 2011 tờ 814 stnmt 30 12 2011","gp02.txt"
902,"phép sơn mặc khẩu","gp02.txt"
903,"gom mặc khẩu","gp02.txt"
904,"065112 21 11 2011","gp02.txt"
905,"phép mương chảy sơn toanh toạ họạ","gp02.txt"
906,"2000 0555793 2197256","gp02.txt"
907,"thức thức thức chảy","gp02.txt"
908,"giới nồng nhiễm nhiễm phép qcvx 14 2008 btnmt thuật nhiễm 14 2008 btnmt 5 9 2 bod5 20 50 3 lửng tss 100 4 1000 5 sunfua h2s 4 6 amoni 10 7 nitrat 50 8 mỡ 20 9 phosphat 3 10 10 bề 10 11 mpn 100 coliform 5000 2","gp02.txt"
909,"hằng trắc 2 cáo nghiệm","gp02.txt"
910,"6 cảo phép nộp cáo 30 6","gp02.txt"
911,"ngừng cáo kịp biện","gp02.txt"
912,"17 trách nhiệm điểu 18 149 2004 27 7 2004","gp02.txt"
913,"phối sơn khẩu nêu chịn trách nhiệm nhiệm quản","gp02.txt"
914,"phép ký phép","gp02.txt"
915,"tịch tịch quản cáo sơn","gp02.txt"
916,"0366 10 01 2012 phép tịch chức 26 11 2003 20 5 1998 149 2004 27 7 2004","gp03.txt"
917,"phép thăm 02 2005 btnmt 24 6 2005 149 2004 27 7 2004 phép thăm 02 2009 btnmt 19 3 2009 22 2006 btnmt 18 12 2006 buộc têu 16 2008 btnmt 31 12 2008 thuật vế 2196 2005 15 8 2005 quản tước 07 12 2011","gp03.txt"
918,"tờ 816 stnmt 30 12 2011","gp03.txt"
919,"phép tnua bái","gp03.txt"
920,"bái tọa 2000 0540233 2201976","gp03.txt"
921,"tọa 2000 0540684 2201991","gp03.txt"
922,"thức thức chảy 08","gp03.txt"
923,"giới nồng nhiễm nhiễm vượi phép 8 nhiễm thậi 12 2008 btnmt","gp03.txt"
924,"nhiễm giới cmax 5 5 9 2 bod5 20 108 3 lừng tss 108 4 cod 324 5 162 6 halogen aox 16 6","gp03.txt"
925,"phép 5 tịch ký phép","gp03.txt"
926,"phép điểu phép 2","gp03.txt"
927,"gom giới phép 3","gp03.txt"
928,"trắc 2 cáo nghiệm","gp03.txt"
929,"6 cáo phép nộp cáo 30 6 30 12 hằng 2 6","gp03.txt"
930,"cáo kịp biện","gp03.txt"
931,"17 trách nhiệm 18 149 2004 27 7 2004 4","gp03.txt"
932,"giầy trách nhiệm nhiệm quản","gp03.txt"
933,"tịch tịch quản cáo","gp03.txt"
934,"04 10 01 2012 phếp tịch chức 26 11 2003 20 5 1998 149 2004 27 7 2004 phép thăm 02 2005 btnmt 24 6 2005 149 2004 21 7 2004 phép thăm 15 2008 btnmt 31 12 2008 2196 2005 15 8 2005","gp04.txt"
935,"quản phép 07 12 2011 tờ 815 stnmt 30 12 2011","gp04.txt"
936,"giếng 01 giếng","gp04.txt"
937,"tọa 2000 giếng tọa m3 giếng phép 0540154 2201984 10 4 14 8 15 9 3 5 5","gp04.txt"
938,"5 tịch ký phép","gp04.txt"
939,"tịch phép phép","gp04.txt"
940,"phép đích tiết","gp04.txt"
941,"trắc trắc đõi 02 4 10 hằng cáo","gp04.txt"
942,"giới phép xâu cáo kịp biện","gp04.txt"
943,"3 17 trách nhiệm 18 149 2004 27 7 2004 phép thâm","gp04.txt"
944,"phép tneh thắc phép","gp04.txt"
945,"tịch tịch quản cáo","gp04.txt"
946,"05 10 01 2012 giáy phép tịch chức 26 11 2003 20 5 1998 149 2004 21 7 2004 phép thăm dó 02 2005 btnmt 24 6 2005 149 2004 27 7 2004 phép thăm 15 2008 btnmt 31 12 2008 2196 2005 15 8 2005 quản phép 15 12 2011 tờ","gp05.txt"
947,"813 stnmt 30 12 2011","gp05.txt"
948,"đích phục mặc khẩu","gp05.txt"
949,"chứng 065112 21 11 2011","gp05.txt"
950,"kanst carbonat sơn","gp05.txt"
951,"giếng 01 giếng","gp05.txt"
952,"tọa toạ 2000 tọa m3 giếng phép lk1 0555945 2197244 125 24 39 42 5 5 8 11 6 5","gp05.txt"
953,"5 xể tịch ký phép","gp05.txt"
954,"phép điểu phép 2","gp05.txt"
955,"láp giểng phê giới suất phép đích tiết đích 4","gp05.txt"
956,"ngớc trắc giếng mưc giếng 01 15 hằng 02 váo 4 10 hằng dõi điển liêu cáo 02 5 11 hằng","gp05.txt"
957,"giới phép 11 6m cáo káp biện","gp05.txt"
958,"3 17 trách nhiệm điểu l8 149 2004 27 2004 phép thăm","gp05.txt"
959,"phép phép cáo giếng","gp05.txt"
960,"tịch tịch quản cáo sơn","gp05.txt"
961,"06 17 01 2012 giảy phép tịch chức 26 11 2003 20 5 1998 149 2004 27 7 2004 phép thăm 02 2005 btnmt 24 6 2005 149 2004 27 7 2004 phép thăm 15 2008 btnmt 31 12 2008 2196 2005 15 8 2005 quản nguền phép 09 12 2011 tờ","gp06.txt"
962,"37 stnmt 16 01 2012","gp06.txt"
963,"triat nôi ticn","gp06.txt"
964,"giếng 01 giếng","gp06.txt"
965,"tọa 2000 giếng tọa m3 giếng phép 2216841 g1 0551963 70 4 31 8 41 6 72 17 3 5","gp06.txt"
966,"yêu phép phép phép nộp giới phép đích tiết đích lắp quau trắc trắc","gp06.txt"
967,"đõi điển 02 4 10 cáo hằng 15 12 quản","gp06.txt"
968,"giới phép xâu chấi cáo kịp biện","gp06.txt"
969,"3 17 trách nhiệm điểu 18 149 2004 27 7 2014 phép thâm","gp06.txt"
970,"phép nêu phép","gp06.txt"
971,"tịch tich quản","gp06.txt"
972,"07 17 01 2012 giảy phép nguộn tịch chức 26 11 2003 20 5 1998 149 2004 27 7 2004 phép thăm 02 2005 btnmt 24 6 2005 149 2004 27 7 2004 phép thăm 02 2009 btnmt 19 3 2009 22 2006 btnmt 18 12 2006 buộc 16 2008 btnmt 31 12 2008 thuật 2196 2005 15 8 2005 quản","gp07.txt"
973,"09 12 2011 tờ 38 stnmt 16 01 2012","gp07.txt"
974,"tọa 2000 0552077 2217091","gp07.txt"
975,"thức thức chảy 24","gp07.txt"
976,"giới nồng nhiễm 6 nhiễm phép cma nhiêm 01 2008 btnmt","gp07.txt"
977,"nhiễm giới cmax 6 9 2 bod5 20 54 3 cod 270 4 lửng tss 108 5 tống 65 6 amoni 43 6","gp07.txt"
978,"phép 5 tịch ký phép","gp07.txt"
979,"phép điểu phép 2","gp07.txt"
980,"gom giới phép 3","gp07.txt"
981,"trắc 2 cáo nghiệm","gp07.txt"
982,"6 cáo phép nộp cáo 30 6 30 12 hằng 6","gp07.txt"
983,"2 cáo kịp biện","gp07.txt"
984,"đinh 17 trách nhiệm 18 149 2004 27 7 2004 4","gp07.txt"
985,"phối chứu trách nhiệm nhiệm quản","gp07.txt"
986,"tịch tịch quản cáo","gp07.txt"
987,"ký ký 18 03 2016 15 58 05 400 18 3 2016 phép thẩm dồ khoáng chức 19 6 2015 khoáng 60 2010 qh12 17 11 2010 15 2012 09 3 2012 tiết khoáng 60 2010 qh12 03 30 3 2015 khoáng 16 2012 btnmt 29 11 2012 thâm khoáng khoáng cáo khoáng phép khoáng phê khoáng","gp100_signed.txt"
988,"khoáng 12385 30 11 2015 tịch sơn thăm lặc 28 12 2015 nộp","gp100_signed.txt"
989,"sơn phép thăm vối lặc","gp100_signed.txt"
990,"tờ 273 stnmt 14 3 2016","gp100_signed.txt"
991,"phép sơn thăm khoáng vối lặc thăm 92 giới bời góc 2a 3 6 7 8 thăm phấn","gp100_signed.txt"
992,"thăm thăm 2 ký phép thăm 3 phép thăm lệ phép 4 000 000đ","gp100_signed.txt"
993,"sơn trách nhiệm","gp100_signed.txt"
994,"nộp lệ phép thăm khoáng liệo thăm khoáng 2","gp100_signed.txt"
995,"thăm või phép chấp thuật thăm khoáng","gp100_signed.txt"
996,"trách nhiệm còa qoán khoáng 3","gp100_signed.txt"
997,"khoáng thăm khoáng kịp","gp100_signed.txt"
998,"chuần viia8 đích","gp100_signed.txt"
999,"thẩm cáo thăm khoáng nộp cáo","gp100_signed.txt"
1000,"khoáng nộp cáo","gp100_signed.txt"
1001,"thăm khoáng phép sơn phép","gp100_signed.txt"
1002,"thăm quyềt phối","gp100_signed.txt"
1003,"quản tọa giới thăm","gp100_signed.txt"
1004,"tịch tịch tịch lặc sơn","gp100_signed.txt"
1005,"phép thăm khoáng ký ký 2016","gp100_signed.txt"
1006,"3 01 tọa kich phám mổ nủi tặc kèn giất piệp thăm 100 18 2016 tọa 2000 góc tuyến 1059 39 2a 2220367 99 551811 08 3 2220363 12 551837 52 6 2220319 81 551918 64 7 2220240 83 551882 20 8 2220302 78 551789 46 92 4 03 thẩm 18 tuáng 3 trắc khoáng lệ 2000 92 2 7 3 khống 7 4 vẽ lệ 2000 2 5 tuyến 16 6 vẽ 35 7 6 đào dọn m3 9 rãnh 5x3cm 12 2 3 12 3 4 14 4 12 5 4 8 6 4 7 dăm 2 8 dăm 2 9 dăm 2 10 dăm 2 11 12 kasrt 92 5","gp100_signed.txt"
1007,"ký ký 18 03 2016 15 58 06 4016 18 3 2016 phép khoáng thưê chức 19 6 2015 khoáng 60 2010 qh12 17 11 2010 15 2012 09 3 2012","gp101_signed.txt"
1008,"tiết khoáng 60 2010 qh12 45 2013 qh13 29 31 2013","gp101_signed.txt"
1009,"43 2014 15 5 2014 tiết 03 30 3 2015 khoáng 16 2012 btnmt 29 11 2012","gp101_signed.txt"
1010,"thăm khoáng khoáng cáo khoáng","gp101_signed.txt"
1011,"phép khoáng phê khoáng khoáng 420 02 02 2016 tịch phê phục bồi sói liện","gp101_signed.txt"
1012,"tằng ký 203 cxh stnmt 22 02 2016 18 02 2016 nộp phép khoáng thuê liệc","gp101_signed.txt"
1013,"276 stnmt 15 3 2016","gp101_signed.txt"
1014,"phép đượn thuê","gp101_signed.txt"
1015,"khoáng 75 040 m3 03 thết 21 820 m2 giới góc 2 3 5 6 2","gp101_signed.txt"
1016,"23 220 m2 giới bời góc 2 3 4 5 6 3 30 000 m2 giới góc 2 3 4 tog đích khoáng 333 67 392 m3 20 633 r2 sửi 36 759 m2 cáo 60 184 27 357 m3 32 827 m3 khoáng thấu suất 20 000 m3 41 03 03 ký phép thửi 03","gp101_signed.txt"
1017,"11 4 lệ phép 15 000 000 mưới lăm","gp101_signed.txt"
1018,"75 040 m2 thuê đích","gp101_signed.txt"
1019,"khoáng giới 66 t1bđ 29 01 2016 2 828 2 15 12 2015 3 ký bồi quản giải phóng thức thuê thuê thẩm thuê 250 000 thuê 03 03 ký","gp101_signed.txt"
1020,"nộp ký phục lệ phép","gp101_signed.txt"
1021,"tiển tọa suất phép 4","gp101_signed.txt"
1022,"cộp phê thẩm","gp101_signed.txt"
1023,"giới phép cáo 5","gp101_signed.txt"
1024,"thuật thuật biện","gp101_signed.txt"
1025,"phái lừ cáo khoáng thẩm 7","gp101_signed.txt"
1026,"trật đấu đững","gp101_signed.txt"
1027,"biện phục kịp cáo thẩm xở thoo","gp101_signed.txt"
1028,"phục bồi cáo khoáng khoáng","gp101_signed.txt"
1029,"phép nộp tranh thẩm phê ký sảo chức","gp101_signed.txt"
1030,"tịch tịch đẻ tịch","gp101_signed.txt"
1031,"khoáng ký ký 2016","gp101_signed.txt"
1032,"4 01 tọa khuai vịchai sối lảm thựận khành sốn 101 18 3 tọa 2000 góc tuyến 1059 30 21 820 m2 2245025 517949 2 2245050 517956 3 2245146 517756 4 2245162 517644 5 2245089 53 517617 08 6 2245049 517799 2 23 220 m2 2244932 45 518627 14 2 2244945 518624 3 2244982 518345 4 2244981 518220 5 2244907 518217 6 2244901 518368 3 30 000 m2 2246068 521020 2 2246188 520906 3 2246050 520733 4 2245972 53 520803 85 5","gp101_signed.txt"
1033,"102 20 3 2014 toạ","gp102.txt"
1034,"phép góc 2 3 4 5 phép khoáng 1818 16 6 2009","gp102.txt"
1035,"tịch nhiệm mộc chức 26 11 phê 12 10 2003 10 2013 thẩm 39 2009 23 4 2009 17 3 2014","gp102.txt"
1036,"23 2009 11 8 2009 tiết phép 30 6 2014","gp102.txt"
1037,"mộc 39 2009 23 4 2009 26 2012 21 9 39 2009 23 4 2009 2012 sửa điểu 02 2008 23 2009 11 8 2009 phép","gp102.txt"
1038,"trật ký 10 3 2014 nhiệm mộc","gp102.txt"
1039,"478 sct atcn 17 3 2014","gp102.txt"
1040,"chứng ký 46 31 8 2012","gp102.txt"
1041,"ký ký 18 03 2016 15 58 06 102 18 3 2016 phép thẩm dồ khoáng chức 19 6 2015 khoáng 60 2010 qh12 17 11 2010 15 2012 09 3 2012 tiết 60 2010 2 03 30 3 2015 trúng khoáng 16 2012 btnmt 29 11 2012 thâm khoáng khoáng cáo cuả khoáng phép khoáng tản phê khoáng khoáng 320 12 01 2016 tịch trương phép thăm giân măng trạch cộp phép thăm khoáng tầu khoáng giáu pgxm thach tờ 269 stnmt 11 3 2016","gp102_signed.txt"
1042,"phép thăm khoáng","gp102_signed.txt"
1043,"khoáng giáu pcxm thăm 12 6 04","gp102_signed.txt"
1044,"giới bời góc 3 5 6 2 5 giới bời góc 13 14 15 16 17 18 3","gp102_signed.txt"
1045,"5 giới bới 7 8 9 10 11 12 4","gp102_signed.txt"
1046,"6 giới bói 19 20 21 22 5 3 giới góc 23 24 25 26 27 28 29 30 21 32 6 giới hởi góc 33 34 35 36 tọa thăm 02 phép thăm chấp thăm","gp102_signed.txt"
1047,"lệ phép 4 000 000đ","gp102_signed.txt"
1048,"nộp lệ phép thăm khoáng thăm khoáng 2","gp102_signed.txt"
1049,"huật liêu thuật láo thập thâm trách nhiệm quản lưa 3","gp102_signed.txt"
1050,"khoáng thăm đờ khoáng sân kịp cáo 4","gp102_signed.txt"
1051,"vilas 3 lếp khoáng giản pgxm đích","gp102_signed.txt"
1052,"thẩm cáo thăm","gp102_signed.txt"
1053,"2 khoáng nóp cáo nộp cáo","gp102_signed.txt"
1054,"thăm khoáng phép phét phép thăm nguyêp phối quản 1ý tọa giới thăm","gp102_signed.txt"
1055,"tịch tịch tịch","gp102_signed.txt"
1056,"phép thăm khoáng ký ký 2016","gp102_signed.txt"
